"","x"
"cg27634344",151657
"cg13610014",151669
"cg04562589",151670
"cg21452281",151742
"cg15920396",151876
"cg03467809",151914
"cg23431866",151961
"cg26866348",152039
"cg11554391",152120
"cg09634134",152121
"cg26987759",152123
"cg23916896",152150
"cg05527650",152181
"cg21743597",152274
"cg02748539",152358
"cg03602880",152446
"cg02221353",152644
"cg18660166",152658
"cg24129589",152719
"cg24020232",152720
"cg02545192",153192
"cg08609839",153289
"cg16567815",153296
"cg13202751",153354
"cg00287915",153448
"cg00995047",153537
"cg08769156",153543
"cg26687413",153545
"cg10706072",153567
"cg18246442",153781
"cg01875784",153782
"cg07961015",153783
"cg04064644",153784
"cg00539976",153785
"cg00409356",153786
"cg14970046",153789
"cg21534994",153792
"cg13974394",153793
"cg09672187",153794
"cg11279838",153795
"cg00626856",153796
"cg03287574",153798
"cg05658487",153799
"cg25442600",153801
"cg02533289",153856
"cg12769084",153982
"cg08239858",154200
"cg09307530",154201
"cg24630195",154204
"cg26578682",154206
"cg05321361",154208
"cg26504021",154209
"cg18693345",154210
"cg11601523",154211
"cg21982455",154212
"cg24907814",154213
"cg07040303",154249
"cg20428720",154277
"cg21869586",154312
"cg03834286",154436
"cg01315916",154437
"cg09703679",154438
"cg09382127",154439
"cg02610486",154440
"cg08492173",154441
"cg11605835",154442
"cg04302194",154444
"cg04365721",154446
"cg18100702",154448
"cg03285577",154452
"cg03828874",154453
"cg18298920",154455
"cg11786193",154583
"cg07263610",154584
"cg11468819",154637
"cg03209854",154700
"cg15184776",154701
"cg12759500",154787
"cg03416085",154984
"cg05625559",155097
"cg23422463",155109
"cg21424968",155149
"cg21633134",155231
"cg07019632",155232
"cg21088420",155249
"cg06258780",155250
"cg25072398",155420
"cg17520550",155441
"cg03702236",155442
"cg17982058",155473
"cg13230709",155540
"cg16575104",155562
"cg04451736",155577
"cg02179112",155584
"cg24475773",155610
"cg12410225",155611
"cg13001963",155617
"cg04514047",155673
"cg16602369",155676
"cg22459204",155678
"cg15405672",155688
"cg23965861",155747
"cg02055150",155752
"cg01032119",155781
"cg10872126",155831
"cg27639457",155844
"cg19438860",155845
"cg01372212",155847
"cg06612088",155857
"cg06223313",155873
"cg10331779",155874
"cg27465566",156038
"cg24728912",156039
"cg19061551",156053
"cg05624146",156254
"cg24806126",156258
"cg02107279",156362
"cg08523343",156363
"cg03822704",156420
"cg22094823",156421
"cg11339964",156446
"cg17507952",156516
"cg19167621",156527
"cg02546829",156528
"cg09394621",156546
"cg18441082",156547
"cg10768150",156586
"cg03551162",156588
"cg02379624",156622
"cg20464143",156623
"cg06466917",156741
"cg00308914",156821
"cg12441242",156822
"cg02662003",156923
"cg00566208",156927
"cg19693760",156928
"cg24665484",156970
"cg27199550",157006
"cg10303842",157021
"cg22569820",157042
"cg02307184",157066
"cg16714427",157109
"cg24432832",157110
"cg03983647",157341
"cg15918685",157592
"cg04317195",157619
"cg09535322",157653
"cg05645904",157762
"cg01711961",157766
"cg18936075",157777
"cg00905687",157854
"cg02341815",157865
"cg05574272",157869
"cg17617843",157911
"cg17497790",157932
"cg06357993",157944
"cg18092219",157961
"cg13000136",158023
"cg13692902",158035
"cg09607490",158076
"cg02140822",158089
"cg17333292",158111
"cg25772082",158166
"cg05182302",158198
"cg06360597",158233
"cg21585289",158239
"cg24237439",158279
"cg26684139",158344
"cg18203654",158360
"cg13157098",158372
"cg14475636",158413
"cg01831459",158415
"cg03874504",158425
"cg23400942",158493
"cg17383727",158494
"cg21286419",158500
"cg02328239",158501
"cg14590843",158502
"cg01107142",158503
"cg04407962",158504
"cg21319053",158506
"cg24653263",158578
"cg07425969",158612
"cg14745545",158639
"cg20699036",158672
"cg25443920",158712
"cg07855721",158729
"cg19758087",158732
"cg19609242",158733
"cg05485663",158734
"cg03138091",158735
"cg22473846",158737
"cg12925682",158740
"cg04201788",158877
"cg10254620",158983
"cg18314571",158985
"cg01091117",158987
"cg01883943",159010
"cg04002187",159020
"cg11959141",159024
"cg04124626",159095
"cg14099514",159097
"cg14519115",159098
"cg05569203",159099
"cg03635649",159100
"cg03300589",159101
"cg12083125",159102
"cg25908045",159103
"cg08637322",159145
"cg23434998",159146
"cg26198700",159174
"cg18160072",159178
"cg08202910",159207
"cg15715256",159224
"cg04502814",159227
"cg05474605",159228
"cg05678733",159280
"cg26942801",159295
"cg17474950",159324
"cg04347845",159325
"cg04007151",159326
"cg00370293",159362
"cg13041796",159363
"cg20929922",159390
"cg11028923",159399
"cg14654926",159441
"cg23037386",159494
"cg07254032",159495
"cg25293835",159506
"cg23506042",159545
"cg18168844",159546
"cg01783394",159547
"cg15473084",159548
"cg03451833",159549
"cg22758895",159550
"cg08871137",159552
"cg05501996",159567
"cg09868598",159568
"cg25241365",159569
"cg21410991",159570
"cg08917478",159571
"cg11711420",159572
"cg26896762",159573
"cg03068609",159574
"cg20768043",159575
"cg02243118",159576
"cg20800086",159577
"cg16270526",159579
"cg17686487",159580
"cg11405534",159583
"cg05547777",159584
"cg00569447",159585
"cg05895545",159586
"cg25644789",159605
"cg01399826",159631
"cg17674090",159639
"cg02197034",159640
"cg07136635",159646
"cg12600378",159699
"cg26505878",159700
"cg26929169",159748
"cg07594074",159751
"cg13745140",159765
"cg07249919",159881
"cg26118943",159884
"cg12181407",159923
"cg06427779",159947
"cg09932243",160014
"cg19022875",160016
"cg05746227",160033
"cg00865849",160034
"cg13306522",160036
"cg22668767",160037
"cg27069921",160039
"cg10584209",160042
"cg10702697",160049
"cg27301360",160086
"cg15731586",160088
"cg23729101",160128
"cg21950518",160179
"cg13576061",160181
"cg24392654",160182
"cg17683529",160233
"cg05909873",160306
"cg27383544",160319
"cg16334383",160346
"cg12458421",160356
"cg13946288",160421
"cg27218386",160456
"cg09681688",160499
"cg27611988",160629
"cg15785355",160695
"cg05350034",160738
"cg19343066",160753
"cg05593411",160772
"cg00322656",160773
"cg12849710",160783
"cg08500112",160804
"cg14339051",160809
"cg17010100",160819
"cg03154690",160821
"cg16261871",160822
"cg24628676",160823
"cg12532275",160845
"cg18519491",160853
"cg01466967",160912
"cg04983342",161111
"cg02010447",161112
"cg24813736",161201
"cg00221070",161202
"cg01020744",161203
"cg17386123",161205
"cg04427003",161206
"cg04694812",161207
"cg11615755",161208
"cg07839533",161209
"cg10198270",161210
"cg27420687",161211
"cg11432303",161212
"cg03827337",161235
"cg05455931",161237
"cg08709073",161238
"cg25648746",161239
"cg15685699",161258
"cg14004073",161259
"cg01280881",161298
"cg00020405",161427
"cg10665379",161479
"cg07034329",161507
"cg09728102",161508
"cg21857598",161588
"cg04544858",161725
"cg16797824",161746
"cg12091779",161789
"cg26665242",161792
"cg24820154",161832
"cg16415724",161880
"cg12125960",161901
"cg20212210",161917
"cg01251434",161928
"cg17019292",161940
"cg13744194",161959
"cg10629249",161960
"cg08743812",162019
"cg02762440",162021
"cg08351336",162022
"cg04251750",162025
"cg18207150",162054
"cg15760302",162066
"cg15913645",162132
"cg04710768",162208
"cg06883267",162216
"cg25974277",162237
"cg22963930",162255
"cg15518950",162287
"cg25731807",162288
"cg25016544",162320
"cg17791977",162327
"cg21166964",162328
"cg23517208",162329
"cg20757748",162345
"cg00356131",162346
"cg06159353",162347
"cg21082400",162348
"cg09553242",162349
"cg18595065",162350
"cg15168727",162352
"cg00262850",162353
"cg25316769",162354
"cg27656362",162355
"cg01558931",162374
"cg01676578",162376
"cg06978769",162377
"cg19431274",162390
"cg05698078",162391
"cg01025233",162397
"cg09613833",162398
"cg14360777",162399
"cg02098029",162402
"cg17166123",162403
"cg09504322",162405
"cg21221899",162443
"cg12480074",162538
"cg18766033",162587
"cg14383403",162595
"cg01264639",162597
"cg12717648",162616
"cg20509092",162655
"cg24615110",162672
"cg08280677",162699
"cg21019177",162715
"cg27282761",162735
"cg24585166",162761
"cg27379109",162762
"cg08694362",162763
"cg13408430",162801
"cg07353583",162818
"cg24716692",162851
"cg11123720",162853
"cg14714391",162927
"cg09059904",162928
"cg12407462",162957
"cg24573501",162961
"cg12518146",162963
"cg13922021",162964
"cg15068140",162974
"cg25695511",163053
"cg14878361",163064
"cg25547361",163102
"cg16703762",163105
"cg16666329",163106
"cg21242710",163107
"cg26576712",163108
"cg01763890",163109
"cg26327666",163110
"cg24598316",163113
"cg20463927",163114
"cg17417198",163217
"cg08820191",163218
"cg13084705",163224
"cg04708288",163246
"cg18359530",163315
"cg22052143",163342
"cg00695493",163345
"cg15712777",163371
"cg18856359",163386
"cg11541897",163387
"cg17845680",163388
"cg22224068",163389
"cg00518299",163417
"cg20067407",163419
"cg05890484",163427
"cg23987322",163428
"cg10660256",163429
"cg07102741",163482
"cg02071600",163484
"cg22401815",163539
"cg01194371",163565
"cg26232870",163581
"cg00024404",163627
"cg26908328",163628
"cg08764914",163631
"cg06815614",163647
"cg06506598",163660
"cg04441562",163670
"cg14478163",163671
"cg13176948",163719
"cg17374356",163757
"cg10978355",163774
"cg21942082",163807
"cg01942845",163810
"cg03577157",163812
"cg21249921",163834
"cg13999415",163835
"cg08198193",163859
"cg14613972",163866
"cg15153141",163895
"cg03785828",163904
"cg25028077",163954
"cg00754515",163986
"cg02296916",164000
"cg22507960",164001
"cg07987252",164002
"cg10528788",164034
"cg17771652",164035
"cg00328900",164036
"cg14997132",164037
"cg21594702",164038
"cg21938243",164061
"cg08487215",164094
"cg17559809",164150
"cg25468632",164200
"cg08415137",164214
"cg10119132",164236
"cg09890887",164264
"cg20303844",164265
"cg06610368",164266
"cg03057941",164267
"cg08711064",164268
"cg09423229",164299
"cg04112211",164320
"cg10604528",164321
"cg18205770",164322
"cg18031221",164323
"cg23530619",164325
"cg19471574",164326
"cg10215884",164335
"cg26136702",164336
"cg08287551",164379
"cg18358723",164380
"cg13982098",164381
"cg19856728",164382
"cg14636534",164386
"cg02466947",164387
"cg11636414",164388
"cg01501558",164389
"cg03632704",164390
"cg16310491",164391
"cg24058566",164393
"cg04819775",164394
"cg08415853",164396
"cg05223604",164397
"cg22055687",164398
"cg04142323",164399
"cg06892714",164400
"cg03914922",164401
"cg18109320",164402
"cg10424417",164404
"cg14659193",164406
"cg04970570",164407
"cg10598456",164495
"cg26872299",164503
"cg20413154",164535
"cg17050747",164545
"cg05059158",164576
"cg11234065",164594
"cg21037184",164657
"cg01298350",164699
"cg04942302",164723
"cg00434461",164845
"cg11700800",164846
"cg07546139",164848
"cg19797741",164849
"cg15402095",164852
"cg08003613",164853
"cg04255278",164854
"cg11904056",164855
"cg03086663",164856
"cg12207450",164858
"cg08241477",164867
"cg18290233",164869
"cg08802053",164872
"cg09010852",164874
"cg22658758",164875
"cg01093696",164876
"cg26219540",164877
"cg22736807",164878
"cg02570638",164879
"cg13576330",164880
"cg04293725",164929
"cg05116656",165025
"cg15613077",165114
"cg03852144",165148
"cg01269967",165167
"cg04550371",165168
"cg20731561",165169
"cg11898659",165189
"cg05001145",165202
"cg22873959",165287
"cg16949465",165288
"cg18072285",165298
"cg18746443",165309
"cg15049092",165316
"cg11032208",165346
"cg12352035",165353
"cg02632229",165354
"cg11214001",165369
"cg05806375",165386
"cg09436389",165395
"cg06213287",165446
"cg14972576",165497
"cg21796167",165537
"cg23021796",165556
"cg02856307",165591
"cg22921546",165617
"cg16279970",165651
"cg15999165",165717
"cg07880297",165743
"cg08628233",165780
"cg03073264",165815
"cg07655627",165816
"cg16411883",165992
"cg03718773",166003
"cg18449021",166015
"cg12612786",166016
"cg18497052",166036
"cg27472731",166076
"cg04858318",166105
"cg18151987",166106
"cg00760733",166236
"cg04450332",166299
"cg25231948",166315
"cg08730989",166318
"cg13687924",166323
"cg23652065",166408
"cg22680692",166415
"cg15536663",166501
"cg21321148",166502
"cg13967811",166506
"cg21606957",166516
"cg00239952",166517
"cg09724304",166523
"cg02626417",166546
"cg07404363",166570
"cg16472356",166572
"cg06785103",166686
"cg22149359",166687
"cg06512849",166688
"cg08137495",166689
"cg08305057",166723
"cg12364741",166734
"cg09738621",166776
"cg14511800",166777
"cg23037611",166778
"cg07035165",166779
"cg26691307",166780
"cg15026311",166781
"cg24304919",166782
"cg04996277",166783
"cg14959824",166794
"cg05936516",166821
"cg07211474",166829
"cg20281573",166831
"cg23941599",166904
"cg08870042",166926
"cg19007249",166927
"cg08675743",166930
"cg07712493",166956
"cg07644368",166957
"cg06272239",166971
"cg10199250",166993
"cg03890037",166995
"cg16738620",166999
"cg09307861",167000
"cg18274115",167019
"cg03603946",167030
"cg20803236",167035
"cg13213594",167038
"cg18446578",167127
"cg25066845",167134
"cg14978033",167199
"cg01810267",167298
"cg18167218",167299
"cg10783163",167430
"cg16399848",167493
"cg09262269",167531
"cg01824804",167532
"cg08623535",167533
"cg21482489",167534
"cg21215899",167535
"cg04747322",167589
"cg10136959",167644
"cg15027262",167671
"cg05389183",167701
"cg01085125",167709
"cg04503968",167710
"cg17786697",167713
"cg05272349",167719
"cg18813020",167720
"cg21523871",167723
"cg23949389",167748
"cg20708411",167771
"cg19701498",167881
"cg12817840",167943
"cg07833564",167944
"cg26254402",167959
"cg17552333",168097
"cg13333800",168163
"cg17653368",168235
"cg18670373",168236
"cg09843519",168237
"cg16089416",168279
"cg23155911",168306
"cg20110643",168322
"cg23932859",168379
"cg08874609",168380
"cg07379335",168486
"cg23413193",168510
"cg20708842",168556
"cg13701109",168598
"cg05211662",168599
"cg27002378",168600
"cg04842157",168601
"cg26074802",168623
"cg23020371",168647
"cg10838757",168689
"cg02414406",168706
"cg21110034",168726
"cg19780254",168814
"cg05428655",168815
"cg04291932",168816
"cg20353857",168817
"cg07870237",168821
"cg25272500",168867
"cg01211041",168905
"cg12564285",168918
"cg23358564",168935
"cg03853968",168944
"cg20229798",169012
"cg11086820",169026
"cg15421363",169027
"cg16097655",169077
"cg13566430",169080
"cg12209165",169120
"cg17280299",169130
"cg06979393",169131
"cg13222558",169132
"cg14453949",169162
"cg16525542",169163
"cg25212993",169169
"cg21811204",169193
"cg13218710",169194
"cg24789467",169195
"cg09049566",169207
"cg24676534",169240
"cg00715820",169241
"cg06638012",169271
"cg09321717",169444
"cg15380263",169445
"cg19650632",169513
"cg09120312",169525
"cg21229608",169564
"cg02148787",169573
"cg19393696",169608
"cg15827086",169616
"cg27543230",169618
"cg10942898",169644
"cg03068433",169654
"cg00922210",169703
"cg26229715",169748
"cg24911146",169749
"cg05705583",169750
"cg09587503",169754
"cg00046537",169789
"cg22570053",169790
"cg11812287",169791
"cg05713859",169805
"cg08206318",169824
"cg12673103",169825
"cg24495017",169831
"cg01830023",169836
"cg03888362",169837
"cg24462476",169838
"cg11469026",169839
"cg26746540",169840
"cg09839170",169841
"cg04706471",169842
"cg15421305",169849
"cg15528437",169850
"cg25665749",169869
"cg10777631",170007
"cg21952646",170011
"cg18394340",170013
"cg19070894",170063
"cg20722210",170067
"cg25383593",170069
"cg10773014",170074
"cg14958635",170075
"cg04897683",170076
"cg02604503",170079
"cg00513205",170082
"cg12613020",170088
"cg01821923",170103
"cg06293449",170104
"cg07516956",170106
"cg21783426",170112
"cg01166488",170157
"cg03215422",170199
"cg23625660",170200
"cg01305981",170201
"cg10472919",170202
"cg00386408",170242
"cg26818820",170292
"cg27049063",170300
"cg17833954",170320
"cg06448705",170336
"cg02773435",170337
"cg22770135",170338
"cg18263365",170435
"cg12299422",170450
"cg14613470",170480
"cg17008960",170487
"cg14697642",170511
"cg04899300",170512
"cg14966117",170527
"cg09047573",170554
"cg25507001",170555
"cg25699227",170571
"cg20294544",170572
"cg03721195",170599
"cg06391186",170600
"cg25769935",170612
"cg13023677",170620
"cg05708550",170636
"cg03702990",170688
"cg02579022",170689
"cg01133720",170727
"cg07314206",170746
"cg25391492",170759
"cg26502783",170763
"cg19527159",170897
"cg17654622",170909
"cg18771857",170912
"cg26392924",170961
"cg14710984",170972
"cg08736680",170973
"cg08719608",170980
"cg22800332",171015
"cg23209976",171051
"cg20197771",171079
"cg10495047",171081
"cg13645940",171089
"cg03992638",171094
"cg21069500",171107
"cg14782372",171108
"cg22039482",171131
"cg13084536",171140
"cg18767058",171168
"cg26273211",171172
"cg00885708",171190
"cg27335544",171202
"cg22287711",171240
"cg00793186",171241
"cg04636402",171242
"cg25939793",171271
"cg15396653",171272
"cg00396158",171281
"cg09697696",171282
"cg26103104",171284
"cg11106117",171285
"cg01440452",171286
"cg05162564",171287
"cg17356056",171307
"cg05598363",171324
"cg06337300",171361
"cg08215811",171383
"cg17954373",171411
"cg25520280",171428
"cg16324536",171429
"cg21500970",171439
"cg14958663",171445
"cg25358289",171446
"cg00398248",171449
"cg02726137",171459
"cg05148093",171460
"cg01041703",171504
"cg13052223",171519
"cg21971747",171529
"cg09559117",171531
"cg06282446",171534
"cg17074880",171547
"cg03897860",171549
"cg19106945",171556
"cg11433190",171557
"cg16987900",171560
"cg07745166",171567
"cg12962191",171568
"cg00504705",171576
"cg11784196",171586
"cg18283342",171590
"cg27273077",171608
"cg25024993",171610
"cg09852127",171616
"cg14557699",171617
"cg02051771",171627
"cg00275741",171628
"cg26556719",171629
"cg24396005",171633
"cg00400861",171634
"cg02357321",171640
"cg24076884",171641
"cg06845354",171650
"cg09574819",171655
"cg12572625",171662
"cg06883126",171666
"cg10887021",171672
"cg16454588",171673
"cg02260587",171674
"cg02125910",171683
"cg24583624",171708
"cg15038110",171722
"cg12526318",171732
"cg05477834",171736
"cg14570055",171754
"cg18489195",171757
"cg16134323",171759
"cg00269800",171764
"cg01248745",171765
"cg20082988",171773
"cg05898102",171776
"cg12343638",171789
"cg16376902",171807
"cg25603636",171810
"cg08713073",171811
"cg17023770",171826
"cg22732749",171827
"cg18606364",171828
"cg11368643",171829
"cg24951286",171830
"cg10757144",171832
"cg16467262",171858
"cg10599384",171863
"cg04830357",171871
"cg03617826",171872
"cg18839750",171885
"cg15314696",171886
"cg06742719",171887
"cg22240695",171897
"cg02867763",171909
"cg23930711",171910
"cg12487540",171911
"cg05043461",171912
"cg11499025",171920
"cg00882725",171929
"cg08067695",171930
"cg17451176",171932
"cg14738170",171933
"cg13307880",171936
"cg02022808",171938
"cg04242499",171941
"cg23348764",171942
"cg22391888",171944
"cg06222419",171948
"cg04637478",171953
"cg05516386",171957
"cg18164784",171958
"cg06541208",171959
"cg21908557",171960
"cg22861116",171962
"cg22648135",171970
"cg17982031",171971
"cg26811372",171976
"cg14458068",171977
"cg10475970",171979
"cg22052948",171982
"cg07642801",171989
"cg03898577",171994
"cg06157602",171996
"cg21580428",172002
"cg01169021",172003
"cg10679597",172013
"cg13598256",172016
"cg12304520",172031
"cg07802710",172034
"cg02267483",172035
"cg21185686",172036
"cg07445963",172052
"cg27639030",172061
"cg26890354",172062
"cg12487901",172078
"cg21260173",172093
"cg15576116",172121
"cg01283435",172138
"cg10414058",172139
"cg10621012",172172
"cg00069642",172175
"cg16296536",172190
"cg20273725",172192
"cg02026608",172197
"cg21817858",172198
"cg20707023",172199
"cg02486497",172222
"cg08316558",172241
"cg08517072",172271
"cg13017338",172283
"cg21256257",172321
"cg23743252",172323
"cg23415761",172335
"cg09386284",172416
"cg25040733",172417
"cg25097904",172423
"cg07795614",172438
"cg07875146",172466
"cg18502317",172474
"cg02722633",172558
"cg00611733",172589
"cg03906910",172750
"cg26916162",172794
"cg25891639",172878
"cg08330435",172906
"cg07185596",172960
"cg17175376",173040
"cg17427102",173042
"cg05781504",173053
"cg23174616",173054
"cg21214293",173056
"cg06030695",173057
"cg22203547",173058
"cg01386275",173059
"cg10627091",173060
"cg23303408",173062
"cg17871749",173063
"cg01819137",173065
"cg16289929",173066
"cg01899038",173068
"cg11012061",173069
"cg18032969",173070
"cg02480199",173071
"cg19700872",173111
"cg22642777",173167
"cg17876325",173168
"cg13983063",173169
"cg26186871",173187
"cg12602126",173221
"cg08760829",173222
"cg05730183",173255
"cg04833034",173256
"cg10531975",173380
"cg14707990",173381
"cg21638374",173419
"cg04605590",173483
"cg09844976",173487
"cg04803489",173488
"cg04669407",173583
"cg03997398",173584
"cg14356801",173623
"cg19544691",173637
"cg18364837",173655
"cg22618094",173665
"cg23034134",173679
"cg04317047",173710
"cg12675571",173712
"cg27083040",173714
"cg24728647",173732
"cg17009869",173750
"cg05654364",173751
"cg24045574",173762
"cg18604199",173804
"cg25054311",173876
"cg00394021",173877
"cg17809170",173919
"cg23505299",173920
"cg15405162",173921
"cg03121287",173971
"cg03288515",174013
"cg00261592",174058
"cg25272902",174064
"cg18832133",174116
"cg11915469",174141
"cg11619961",174142
"cg14040735",174159
"cg15674825",174317
"cg21056002",174342
"cg24926320",174353
"cg22134413",174356
"cg18237551",174368
"cg19585597",174380
"cg26212163",174381
"cg08891071",174402
"cg22480558",174442
"cg01384518",174467
"cg01304748",174488
"cg19057001",174489
"cg08317263",174507
"cg22515862",174518
"cg16841498",174529
"cg25380622",174542
"cg12060968",174543
"cg05351320",174575
"cg03769809",174642
"cg22116670",174660
"cg06673374",174685
"cg00639286",174699
"cg18866308",174705
"cg25740200",174706
"cg02257793",174728
"cg26886259",174743
"cg11777043",174775
"cg17166762",174820
"cg13313697",174821
"cg12333189",174822
"cg22739961",174826
"cg23914023",174893
"cg26565838",174896
"cg06393885",174942
"cg16226669",174953
"cg04223553",174971
"cg09178678",174972
"cg03431972",174975
"cg04846307",174976
"cg03158581",174977
"cg11299477",174978
"cg26216629",174982
"cg07410188",174983
"cg18223673",175009
"cg06055249",175012
"cg05662444",175026
"cg25588787",175027
"cg18529246",175028
"cg26813701",175031
"cg04508044",175032
"cg13540133",175033
"cg00604840",175108
"cg23566333",175109
"cg18188717",175110
"cg18260397",175112
"cg07655373",175117
"cg11677678",175161
"cg21231400",175177
"cg19095600",175178
"cg18181607",175179
"cg26748224",175311
"cg25284741",175341
"cg23462242",175373
"cg20541456",175374
"cg01841762",175376
"cg25267513",175377
"cg05393131",175401
"cg13941669",175445
"cg25090510",175446
"cg18243757",175447
"cg06778202",175448
"cg15598120",175487
"cg14607812",175489
"cg09079275",175490
"cg25559421",175491
"cg20071413",175504
"cg04897804",175511
"cg07025583",175512
"cg01038640",175523
"cg19610869",175524
"cg20836264",175584
"cg21978593",175678
"cg18496440",175767
"cg03059649",175770
"cg06689816",175791
"cg08440934",175808
"cg10015705",175812
"cg16223546",175833
"cg23323973",175838
"cg19013399",175886
"cg09832582",175926
"cg09486291",176029
"cg19257036",176040
"cg26824709",176041
"cg02441833",176043
"cg10534672",176064
"cg09170532",176076
"cg17084959",176081
"cg19619065",176089
"cg14736083",176104
"cg23507272",176121
"cg26125060",176146
"cg03199791",176189
"cg25986202",176190
"cg21901643",176191
"cg06600429",176192
"cg08159065",176193
"cg00252615",176194
"cg26597242",176208
"cg16355785",176209
"cg24842908",176210
"cg20243540",176222
"cg26116742",176227
"cg08566437",176228
"cg09220361",176229
"cg06525987",176230
"cg18295183",176231
"cg25028503",176278
"cg27278642",176287
"cg11786623",176293
"cg23054006",176342
"cg21771773",176343
"cg13212756",176345
"cg15439301",176410
"cg23395449",176467
"cg14401466",176468
"cg06003656",176469
"cg22148433",176591
"cg15767067",176605
"cg26064307",176628
"cg22308813",176678
"cg15232798",176679
"cg08201392",176767
"cg26624398",176925
"cg26119620",176926
"cg26492514",176927
"cg10165167",176928
"cg21122370",176929
"cg26570448",176931
"cg21545840",176932
"cg01412473",176933
"cg11437374",176959
"cg23184477",176970
"cg24463026",176974
"cg17027262",177130
"cg08248202",177131
"cg08091949",177144
"cg11264428",177147
"cg12360935",177149
"cg24615189",177161
"cg16335868",177162
"cg08638842",177168
"cg11180210",177170
"cg16317923",177177
"cg08360721",177210
"cg02310182",177211
"cg09522825",177244
"cg22509636",177245
"cg06980654",177257
"cg03555227",177310
"cg05787556",177331
"cg18336674",177332
"cg20027296",177333
"cg09854003",177335
"cg20756891",177336
"cg18358020",177338
"cg23036405",177341
"cg09290707",177344
"cg24404973",177352
"cg11147586",177362
"cg00652942",177363
"cg05443606",177377
"cg22504849",177498
"cg07634256",177514
"cg18845318",177516
"cg19027424",177670
"cg08378342",177696
"cg05224707",177698
"cg00325350",177703
"cg23689865",177799
"cg22118147",177810
"cg08293091",177856
"cg05274429",177890
"cg04247720",177891
"cg24178676",177896
"cg25989216",177959
"cg07633851",177976
"cg14369643",178014
"cg04265670",178015
"cg05921051",178036
"cg10934129",178040
"cg02692390",178042
"cg02051616",178046
"cg12825773",178047
"cg07383092",178049
"cg05976800",178053
"cg18839504",178054
"cg18872497",178055
"cg06974592",178056
"cg14980667",178057
"cg11079129",178059
"cg19951244",178060
"cg03490331",178061
"cg10549382",178074
"cg02784694",178077
"cg25951934",178079
"cg14930636",178113
"cg05074947",178114
"cg02135395",178115
"cg18335607",178116
"cg19673350",178117
"cg16600829",178118
"cg19442101",178188
"cg02693210",178194
"cg06547513",178206
"cg22188703",178208
"cg21566177",178329
"cg01253508",178434
"cg08093099",178450
"cg10251621",178487
"cg05672912",178513
"cg11997960",178514
"cg10346127",178522
"cg03947051",178524
"cg01960016",178525
"cg11951818",178527
"cg06056415",178534
"cg16112129",178589
"cg08675262",178590
"cg24037493",178599
"cg18854474",178612
"cg11141263",178639
"cg14670788",178675
"cg21999284",178677
"cg17847520",178687
"cg22776578",178688
"cg10312572",178689
"cg15622912",178690
"cg20658081",178713
"cg01235000",178730
"cg09533168",178749
"cg02208657",178776
"cg01079842",178795
"cg08042092",178806
"cg09882061",178832
"cg06504953",178854
"cg02404843",178921
"cg09861346",178922
"cg15477247",178932
"cg27567430",178934
"cg01382414",178939
"cg19072817",178940
"cg00026472",178965
"cg14883069",178986
"cg12938014",178988
"cg27482081",179018
"cg16135989",179024
"cg03144851",179034
"cg26219252",179035
"cg00400733",179036
"cg22830947",179037
"cg09869729",179134
"cg00127036",179161
"cg14194014",179176
"cg15442702",179177
"cg26480626",179178
"cg12033014",179179
"cg02007881",179217
"cg00318495",179256
"cg02824710",179257
"cg01348086",179300
"cg23417203",179302
"cg24095374",179313
"cg00122218",179362
"cg18509791",179383
"cg18283385",179457
"cg02357714",179458
"cg08394278",179460
"cg18740509",179476
"cg02619412",179503
"cg06910125",179533
"cg05482050",179580
"cg12309360",179585
"cg11916054",179594
"cg26532621",179595
"cg17343167",179615
"cg18855208",179641
"cg26713365",179655
"cg23977063",179677
"cg24527008",179800
"cg23372684",179882
"cg23285825",179890
"cg20410135",179929
"cg23037403",179977
"cg03355526",179978
"cg12363682",180009
"cg01281157",180012
"cg02229543",180013
"cg21905437",180022
"cg17058781",180267
"cg09284394",180286
"cg20740299",180335
"cg02570061",180337
"cg22447511",180357
"cg15035705",180382
"cg03619352",180401
"cg02972749",180404
"cg11394785",180405
"cg24408646",180424
"cg22014398",180433
"cg06589507",180436
"cg24421668",180442
"cg15126957",180445
"cg08299521",180528
"cg02596779",180582
"cg10996931",180603
"cg11033617",180610
"cg18792381",180738
"cg15216925",180783
"cg26270345",180802
"cg22590032",180842
"cg06225377",180864
"cg23214352",180868
"cg10594377",180893
"cg11850468",180912
"cg20399011",180913
"cg00218649",180920
"cg06447773",180935
"cg15948428",180954
"cg20827807",180968
"cg05886367",180988
"cg26479630",181007
"cg26879813",181024
"cg19801705",181025
"cg10093882",181026
"cg20427449",181059
"cg13562565",181060
"cg09023811",181087
"cg23652182",181094
"cg24019599",181097
"cg07151596",181140
"cg04267224",181172
"cg26433102",181230
"cg03410961",181231
"cg18590498",181232
"cg16478536",181239
"cg14694471",181344
"cg17842822",181529
"cg05685587",181530
"cg01764198",181547
"cg07372932",181549
"cg04018288",181550
"cg09651522",181551
"cg20972027",181553
"cg14252141",181555
"cg16619978",181556
"cg04187121",181557
"cg16945312",181560
"cg04094811",181561
"cg09608486",181588
"cg08499861",181644
"cg16987638",181676
"cg22399984",181677
"cg26060489",181686
"cg02226810",181687
"cg11369736",181688
"cg05145130",181689
"cg17697016",181690
